window,indicator,ic,win
19,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
20,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
21,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
22,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
23,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
24,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
1,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
2,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
3,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
4,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
5,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
6,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
7,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
8,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
9,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
10,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
11,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
12,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
13,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
14,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
15,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
16,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
17,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
18,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
19,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
20,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
21,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
22,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
23,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
24,ichimoku_cloud_9_26_52,-0.0021996173316599344,0.5117702626109957
1,vwap,-0.004903476201983388,0.5118157795394489
2,vwap,-0.004903476201983388,0.5118157795394489
3,vwap,-0.004903476201983388,0.5118157795394489
4,vwap,-0.004903476201983388,0.5118157795394489
5,vwap,-0.004903476201983388,0.5118157795394489
6,vwap,-0.004903476201983388,0.5118157795394489
7,vwap,-0.004903476201983388,0.5118157795394489
8,vwap,-0.004903476201983388,0.5118157795394489
9,vwap,-0.004903476201983388,0.5118157795394489
10,vwap,-0.004903476201983388,0.5118157795394489
11,vwap,-0.004903476201983388,0.5118157795394489
12,vwap,-0.004903476201983388,0.5118157795394489
13,vwap,-0.004903476201983388,0.5118157795394489
14,vwap,-0.004903476201983388,0.5118157795394489
15,vwap,-0.004903476201983388,0.5118157795394489
16,vwap,-0.004903476201983388,0.5118157795394489
17,vwap,-0.004903476201983388,0.5118157795394489
18,vwap,-0.004903476201983388,0.5118157795394489
19,vwap,-0.004903476201983388,0.5118157795394489
20,vwap,-0.004903476201983388,0.5118157795394489
21,vwap,-0.004903476201983388,0.5118157795394489
22,vwap,-0.004903476201983388,0.5118157795394489
23,vwap,-0.004903476201983388,0.5118157795394489
24,vwap,-0.004903476201983388,0.5118157795394489
1,atr,0.01162987633667063,0.5117271594213846
2,atr,0.01162987633667063,0.5117271594213846
3,atr,0.01162987633667063,0.5117271594213846
4,atr,0.01162987633667063,0.5117271594213846
5,atr,0.01162987633667063,0.5117271594213846
6,atr,0.01162987633667063,0.5117271594213846
7,atr,0.01162987633667063,0.5117271594213846
8,atr,0.01162987633667063,0.5117271594213846
9,atr,0.01162987633667063,0.5117271594213846
10,atr,0.01162987633667063,0.5117271594213846
11,atr,0.01162987633667063,0.5117271594213846
12,atr,0.01162987633667063,0.5117271594213846
13,atr,0.01162987633667063,0.5117271594213846
14,atr,0.01162987633667063,0.5117271594213846
15,atr,0.01162987633667063,0.5117271594213846
16,atr,0.01162987633667063,0.5117271594213846
17,atr,0.01162987633667063,0.5117271594213846
18,atr,0.01162987633667063,0.5117271594213846
19,atr,0.01162987633667063,0.5117271594213846
20,atr,0.01162987633667063,0.5117271594213846
21,atr,0.01162987633667063,0.5117271594213846
22,atr,0.01162987633667063,0.5117271594213846
23,atr,0.01162987633667063,0.5117271594213846
24,atr,0.01162987633667063,0.5117271594213846
1,cci,-0.015680691902255278,0.49110347172377317
2,cci,-0.015680691902255278,0.49110347172377317
3,cci,-0.015680691902255278,0.49110347172377317
4,cci,-0.015680691902255278,0.49110347172377317
5,cci,-0.015680691902255278,0.49110347172377317
6,cci,-0.015680691902255278,0.49110347172377317
7,cci,-0.015680691902255278,0.49110347172377317
8,cci,-0.015680691902255278,0.49110347172377317
9,cci,-0.015680691902255278,0.49110347172377317
10,cci,-0.015680691902255278,0.49110347172377317
11,cci,-0.015680691902255278,0.49110347172377317
12,cci,-0.015680691902255278,0.49110347172377317
